comment,positive,neutral,negative
IKN..... TIDAK BAKALAN DILANJUTKAN OLEH PEMERINTAHAN SEKARANG KRN PEMERINTAHAN SEKARANG BELUM TENTU 2 PERIODE JDI BUAT APA URUSIN IKN LEBIH BAIK BANYAKIN PROGRAM2 KELUARKAN DANA DENGAN ALASAN DEMI RAKYAT.... PDHAL ITU ADL LUMBUNG OKNUM2 PEJABAT AKAN KORUPSI,0,1,0
"Kalau di lihat sunyi,,yg kerja juga tdk ada,,",0,1,0
"Untuk melindungi pejabat2 negara yg korupsi,😂😂😂",0,1,0
Ayoh kabur ke IKN. Ada banyak pekerjaan di sana.,0,1,0
endorse swisshotel asw,0,1,0
"Klu mangkrak TDK mungkin.
Klu berhenti sebentar lalu di lanjut lagi itu bs kemungkinan Krn BKN dana sedikit  insya Alloh ikn lanjut trs.",0,1,0
Clometann nemenn ko andy iki 🤣,0,1,0
"Kerenn cuk ikn sumpah, salam tekan malang koo. Mben lek ng sby tak ampiri, tk jak mangan burger garage 😂",0,1,0
Weee ada arek mlg kerjaaa di ikn 🥳🥳🥳,0,1,0
Ngibul terus tunggu aja ntar juga mangkrak sendiri,0,1,0
Duitnya dari mana ngibul,0,1,0
"Semoga pembangunan IKN terus berlanjut sampai selesai. Soalnya, efek karambol buat ekonomi Kalimantan pasti meningkat. Amin",0,1,0
waduh klu buat pendidikan gratis mantap tuh duinya,0,1,0
Alphard mu kalah ambek Xeon Cak Andy...Xeon nyelonong ae 😅,0,1,0
Dari pada bangun ikn .lebih baik uangnya buat mensejahterakan masyarakat indonesia.,0,1,0
Sepiiiii nyenyeet,0,1,0
yg koar koar IKN mangkrak itu kan roki gendrung si muluk ph*pek itu.,0,1,0
Rumah sakit siloam belum ada kah mas?,0,1,0
Seharusnys jd org indonesia qta hrs bangga pnya ibu kota baru kyk IKN,0,1,0
Yg bilang IKN mangkrak adalah pengangguran benci jokowi. Mereka gak liat IKN tapi halu akal odgj,0,1,0
Liat nnti habis lebaran apakah masih ada pekerja 😂😂,0,1,0
warga 16 dan 24 suka nya hoax ya brrti,0,1,0
Ini baru bukti gaes...,0,1,0
Ibukota masa depan,0,1,0
Indah banget langit nya,0,1,0
Kepala roki yg bengkak gais.,0,1,0
"Terimakasih maturnuwun atas visual pandanganmata nya  atas facta keadaan IKN terkini ...MANTULLLLL , salam 🇲🇨🇲🇨🇲🇨",0,1,0
lebih baik daripada kota yg katanya macet 1jam saja sudah cepet ,0,1,0
"Yakin saja, orang yang membenci tidak menginginkan kebaikan atas mu. Bahkan mereka akan merusak semua yang kau  miliki agar citra negarif tentang kamu yang telah dia bangun dan sebarluaskan sebelumnya bisa terlihat oleh orang lain.... contohnya IKN....para pembenci pasti tidak ingin melihat IKN berhasil....sebalikmnya mereka berharap IKN mangkrak dan hanvcur....dan mereka akan tertawa dan bahagia jika itu terjadi..... JAHAT KAN ORANG SEPERTI ITU?!!!",0,1,0
saya asli jabar bangga dengan pembangunan ibokota baru ikn.,0,1,0
"kenapa namanya swisshotel, knp ga namanya HOTEL GARUDA atau HOTEL DEMOKRASI  , kan lebih NASIONALIS toh",0,1,0
Hebat vidio lama yang baru di upload😂😂😂,0,1,0
memang nggk perlu...nggk ada ikn2 rumah drakula penghisap darah rakyat Indonesia...koruptor melebihi Markos...Ibu Kota sampai kiamat pun Jakarta warisan pejuang dan proklamator sejati Indonesia....Merdeka Ibu Kota Jakarta...Merdeka Indonesiaku....,0,1,0
😂,0,1,0
Iya bro rame banget..kaya d jakarta padet,0,1,0
"Sayap nya melindungi koruptor ,,,wkwk ,,,tai",0,1,0
😂😂😂,0,1,0
Propokasi Rocky Gerung...sangat bahaya.,0,1,0
Bacot !!!!,0,1,0
"Mulutmu, 😅😂 jualan x lo, Jualan Konten....!!!! Lo pikir Pindah Ibukota Kaya Pindah Pasar😂😅 


BANYAK TUH PROJECT yang Mangkrak!!!!",0,1,0
"RG mah mulutnya isi api, jk gk bisa menyaringnya maka akan terbakar",0,1,0
271 T cukup buat ikn tuh,0,1,0
"mana nih yg triak"" mongkrak mangkrak ??",0,1,0
"yang Bilang Mangkrak Jelas Grombolan sakit Yaitu Bantennnnnnnnnggggg Lumpuuuh,,,,,,,,,,,,,Daripada Duit di korupsi sama Grombolan Banteng sakit hati mending di buat bangun negeri <<<<<<",0,1,0
saya masih di IKN sekarang,0,1,0
"Nah gini kan enak jadi tau ,Kita rakyat harus taat bayar pajak untuk kemajuan dan kemewahan para pejabat 🥰 

#salam_ereksi",0,1,0
😂😂 mas alon alon mawon to sajangipun 😂😂😂 ❤❤❤ jawi nipun kentel sanget ❤❤❤ 🇮🇩🇮🇩🇮🇩 merdeka mas seupomo saget tanpo pulsa saget nonton panjenengan berjuang matep mas💪💪💪💪💪🇮🇩🇮🇩🇮🇩🇮🇩❤️❤️😂😂😂😂,0,1,0
"Semua isu isu itu hanya gorengan mentah dari kelompok Anis Baswedan dan kelompoknya,,karena malu,,",0,1,0
Mantaff bang biar para koruptor yg ingin menyerang perintah isu ikn jadi bingung kepanasan😂😂😂😂😂😂😂😂. Mantaffff mantafff,0,1,0
IKN udah jadi mantap,0,1,0
Auranya gelap ya IKN.,0,1,0
Seperti sudah di rencanakan dengan pihak tertentu kontennya mas😏,0,1,0
"Ngeri"" Sedap kerja kesana wkwkwk banyak yg pulang gak dapat bayar",0,1,0
Terbaik,0,1,0
kampung kosong 😅😅😅,0,1,0
Pamekasan nyimak...... Bos,0,1,0
gosong kepanasan ...😂,0,1,0
Mggak ada efek buat saya.,0,1,0
Vangke itu mah burung gagak bukan burung garuda😂,0,1,0
"Hebat Pak Jokowi ,jasamu tetap di kenang rakyat",0,1,0
"Mata nya Roky Gerong Amin Rais picek ,provokator ,mulut nya busuk koar Kaur,sekarang gk ada orang percaya",0,1,0
Alhamdulilah ikn di lanjutkan terus spai cepat cepat selesai amin,0,1,0
Karya pak jokowi di arsiteki oleh pak basuki hadi milyono wong suroboyo,0,1,0
❤❤❤❤❤🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩👍👍👍👍👍🤲🤲🤲🤲🇮🇩🇮🇩🇮🇩❤❤❤❤🇮🇩🇮🇩🇮🇩🇮🇩👍🤲IKN🇮🇩🇮🇩🇮🇩🇮🇩👍🤲,0,1,0
"dari rakyat untuk pejabat, sampai kapanpun rakyat tak akan pernah bisa menginjakan kaki ke ikn kecuali berduit.",0,1,0
Bener kata pak Karno .musuh negara kita bukan orang asing tapi orang indo sendiri ....contoh ..Roki Gerung ..dan temen temen nya,0,1,0
Buzzer mulyadi,0,1,0
Yang bilang ikn mangkrak itu orang yang  bermental krupuk   tidak punya wawasan ke masa d,0,1,0
yaaaah proyek mulyono...ngak bangga...modalnya jual negara..nanti kalau gak bisa bayar utang rakyatnya jd pengemis dinegeri sendiri..lha wong ngambil bunga dari batu malang aja gk di byr...mulyono...mulyono..semoga proyeknya dihalangi sm leluhur orang dayak yg gk rela tanahnya dijual,0,1,0
"35 juta satu MLM ....
G mampu......
TRIms infonya.....",0,1,0
Ngakak gw pas bapanya bilang tiang bendera tinggi 79 centi meter😂😂,0,1,0
"5 hri yg lalu sya kesana, motor sya gk di kasi masuk harus parkir di rest area...gk FAIR",1,0,0
kopt,0,1,0
"hahaha😂😂😂😂 yg kerja dikit amat bang ????...

di endorse berapa juta bong ???😂😂",0,1,0
"Koh .. itu mic yg nempel sama security Knp gak dilepas sementara menjelaskan sih😂😂😂 dia ngomong diluar sama org lain, suara nya ikut ke campur sama suara lu koh.. mumet gw dengernya 😂😂😂",0,1,0
Kl enggak mangkrak knp Prabowo ngantor di Jakarta n pelantikan di Jakarta????…Dasar lu suruhan Jokowi…,0,1,0
Ini buzer bayaran ya gaes..😅,0,1,0
Nyatanya mangkrak 😂😂😂.  Itu kontraktor hnya ngerjain sisa planning akhir tahun kemarin..,0,1,0
"belum selesai makanya masih hitam😂😂😂 nanti di cat itu, sama gedung gedung nya masih warna cream 😂😂",0,1,0
Gk ngurusi omongan wong sing nyinyir IKN..sing penting IKN ttp berbenah.. sehat2 pekerja IKN...,0,1,0
Sirah mas...gudhuk Endhas...,0,1,0
"Kota yg dipaksakan , gersang",0,1,0
"Baguslah,,,!!! 
Sudah siap anda tinggal di situ???",0,1,0
Buruan beli tanah bangun rumah thn depan tanah  harga naik,0,1,0
Masih banyak yg kerja di IKN . Teman saya masih ada disana.  Yg bilang mangkrak belom pernah ke sana dia,0,1,0
luar biasa IKN,0,1,0
"Baca berita Bro
Duitnya nggak ada",0,1,0
"Pada dasarnya pembangunan IKN telah merusak hutan kalimantan.
Perlahan-lahan kalimantan akan akan ada banyak bangunan,perumahan dll yg semakin berpotensi rawan kebakaran.",0,1,0
❤❤,0,1,0
Gw juga asal balikpapan emang mangkrak kok sudah gak seramai masih jokowi jabat anggarannya di bagi bagi brohh jangan buta dukung junjungan loe😊,0,1,0
Gampang saja.. Pokoknya mau pindah kesitu gak. . Klo gak mau ya mangkrak namanya,0,1,0
dibayar berapa mase?,0,1,0
IKN ttp jln appun yg trjdi .org akn paham stlah jakarta bnr2 tenggelam dahulu br tau fungsi ikn ap.😂😂 mngkin saat ini blom ad gunanya.suka GK suka jakarta akan tenggelam 😂😂😂,0,1,0
"Lain kepemimpinan lain kebijakan, kita lihat saja perkembangan selanjutnya",0,1,0
"mas tak bantu jawab dari mas gibran .....
BOLEH.....",0,1,0
mas andy.... maaf.... sumbu mas bukan sumbo,0,1,0
Semoga cepat jadi.  Dan Indonesia makin maju aamiin,0,1,0
Wapres bln depan ngantor disana,0,1,0
PROYEK TAI GAK BERGUNA,0,1,0
"Bagus bnget IKN...., mngapa para pmbenci mngatakan mangkrak....?? Trnyta klo ini mnjdi ibukota NKRI mk mereka akan butuh ongkos tambahan buat demo trmsuk pe'a 212 🤣🤣🤣",0,1,0
😇😇😇,0,1,0
Kasih imam mahdi videonya diar dia lihat,0,1,0
Prn pasti dukung ikn nusantara.,0,1,0
Indonesia optimis terang boos.,0,1,0
P bowo dan jajaranya silahkan dan hrs lanjutkan pembangunan ikn .tapi jangan pangkas angaran pendidikan lbh kan angaranya gitu boos.demi pendidikan  itu sendiri.,0,1,0
hahaha...,1,0,0
Securitynya lawak masak 79cm,0,1,0
Saking pobianya sama islam. Sampe sampe apa apa namanya . Nusantara. Sampe logo halal diganti wayang  . Ya allah pdhl indonesia di pahlawani oleh pahlawan pahlawan islam.,0,1,0
"Bang masyarakat biasa boleh masuk ke dalam kh buat jln""
Atau boleh tp pinggiran doank?",0,1,0
Mantafffff sekali bang .. jadi pengen jalan dan nginap di Swiss Bell Hotel ini .. mudah2an bisa tercapai.. mantafffff.. lanjutkan bang ..salam sukses selalu 🙏🌟 .. pokoke uhuyyyyyy dahhhh 👍,0,1,0
"Sekali 2. dah roki di seret ke ikn biar matanya lihat ,,",0,1,0
Banyak  conggormu tangkap monyet ini pembangun lancar aku orang bpp Kaltim,0,1,0
😮sarang kelalawar,0,1,0
Balikpapan nyimak sambil Ngopi ❤❤,0,1,0
Ikn gaji sulit mnding krja tmpat lain,0,1,0
"Live dong bang , hehe",1,0,0
Mangkak²😂 yg mangkrak itu mulut buzzer,0,1,0
Semoga berjalan dengan lancar dan sukses selalu ❤,0,1,0
Yg bilang mangkrak itu adalah kerakkkk/monyet😅,0,1,0
"Indonesia ,sebagian orangx sdah  hilang etika dan keramahax, hanya karna dengki yg berkepanjangan .nilai"" pancasilax sdah tak ada .",0,1,0
"Soal ngomong smua bisa kritik, tapi menghargai prestasi Orang itu sulit bagi yg iri dan dengki ,seperti roky gorong gorong",0,1,0
Hidup NUSANTARA...ALHAMDULILLA,0,1,0
Asal TDK melindungi para koruptor ya sam,0,1,0
Yg bilng mangkrak berrti orng Yg iri ..... Sebb pengikut anis dan ganjar... Bnyak yg stress habis klh sma prabowo,0,1,0
"Semogan #ProyekIKN Berjalan dengan Lancar, ngk ada pekerjaan yang sia-sia dan Mangkrak..",0,1,0
"OMONG KOSONG...

BARANG NGUTANG GAYANYA KAYA YG BAYAR HUTANG.

SAKIT JIWA...",0,1,0
Yang mangkrak tuh anis,0,1,0
"Netizen lokal, sudah larut dengan alam sosmed, ga keliatahan sebentar dikira mangkrak, ga muncul di fyp dikira udh ga laku, pdhl sosmed hanya 1% bagian kehidupan dunia, dan hanya bersifat cuplikan",0,1,0
Sesuai dugaan isi komentarnya.. kaum2 sakit hati 😂,0,1,0
mampir gaes,0,1,0
Yang mangkrak itu otak mereka para pembenci,0,1,0
"IKN harus cepat selesai jangan sampai mangkrak sebaiknya stop dulu bansos dan hentikan subsidi sampai IKN selesai,pajak juga naikan 20% demi IKN cepat selesai dalam waktu dekat ini",0,1,0
CILACAP hadir ..,0,1,0
Mantap om,0,1,0
"Ikn gagal, Ikn sepi, ikan mangkrak.",0,1,0
Tapi kenyataannya ya gitu hehe,0,1,0
"komenan isi nya politik semua, giliran gas susah pada dokem ga berkomentar",0,1,0
👍💪🥰,0,1,0
Biasanya kontraktor ada termin sampai 12 bulan kedepan. Mudah mudahan anggaran cukup untuk tahun tahun berikutnya. Kalau masih itu artinya ada investor. Jika tidak kemungkinan mangkrak,0,1,0
Jancuk koen wong endi cuk......bosomu medok pol.....yoris lanjut cuk.....kabarno sing lengkap yo.......manteb bosssss.....,0,1,0
Itu yg ngisi pintunya saya,0,1,0
Cm😅,0,1,0
Terima kasih banyak ya.....serasa langsung pergi ke IKN.....,0,1,0
Masya Allah luar Biasa,0,1,0
"Lah coba kesananya mandiri, itukan ada bantuan petugas",0,1,0
Jakarta itu THN 70 an jga Lom ada gedung2 yg ada cuma tv RI sama RRI  ...masa mau bangun ibu kota hri ini mulai besok selesai ..😂😂mimpi aja dn bayak tidur...yg bilang mangkrak itu orang2 yg pingin jakarta terus yg d bangun🤣🤣🤣,0,1,0
ads gedung Microsoft gak koh? 😅,0,1,0
"Karo ngopi ndeleng IKN, jos",0,1,0
"""Xeon GT 125 boleh masok ges!"" koo ko cangkem mu manteb jos kocakk wkwkwk",0,1,0
"gaya mewah hidup sulit nyari kerja susah akhirnya kelilit hutang.....ini lah negri kita.dari atas kbawah.....
.  yg miskin makin miskin.......butuh dana besar ikn otomatis rakyat diperas keringat....dari pajak",0,1,0
"Akan jadi kota hantu investor pun malas mau masuk sini, soalnya daerah rawa rawa",0,1,0
"Ya Allah Cakep banget, perbanyak konten2 yg mengedukasi begini supaya banyak org yg melihat dan berinvestasi di IKN, semoga pak Prabowo melanjutkan pembangunan IKN, dan Indonesia punya kota baru yang sangat bagus.",0,1,0
"Gajian kuli proyek apa kabar???? 
Yg tau""aja",0,1,0
Semangat terus koh tetep lakukan yang terbaik selama hal yang dilakukan positif btw koh info loker nya dong😭😭,0,1,0
Inget ya para pendukung prabowo. Kita itu 58% Jangan sampai kalah sama propaganda mereka yg cuma 24%. Biarin aja mereka kabur ke LN enak negeri ini jadi berkurang polusi dan saingan kerja nya😂😂,0,1,0
Dulu waktu pembangunan kereta cepat sama jalan tol juga dibilang mangkrak sama yang mengkritik pemerintah tapi ga ada kontribusi apa-apa,0,1,0
"Jangan pada ribut dosa ,kita liat aja ke depannya semua sudah di takdirkan , semua ada pertanggung jawabannnya baik di dunia dan alhirat, pertanggung jawaban di akhirat lebih berat daripada dunia, kita doakan indonesia di lindungi oleh Allah swt amin",0,1,0
"mohon buzzer jgn digubris, para investor jgn mau ke ikn, jelas bangkrut",0,1,0
"Semoga IKN terus dilanjutkan, bagian dari sejarah baru di Bangsa Indonesia. Bangsa Indonesia bangsa yg Besar, selalu ada perubahan ke arah yang lebih baik",0,1,0
"Siapa bilang IKN MANGKRAK mana ada mangkrak tetep berjalan cmn gak terlalu fokus kesana , kalo pak joko wow iya aja dia menggebu gebu ikn cepet selesai",0,1,0
"Mungkin kita punya banyak pendapat tapi demi Indonesia jangan sampai kita terpecah belah, mengkritik boleh tapi jangan lupa tugas utama kita memajukan bangsa ini, jangan saling menyalahkan tapi harus saling melengkapi. ❤❤❤",0,1,0
"Makasih ko Andy, sampean bukti klo kita berbeda tapi bersatu demi Nusantara ❤❤❤ sehat selalu ya ko😊",0,1,0
Lah ya itu di tinggalkan... Karena yg ada hanya security yg jaga... Tidak terlihat aktivitas pembangunan....,0,1,0
Kita lihat aja ke depannya... 😅😅😅,0,1,0
Karena ada 9 naga disitu😂,0,1,0
Hahah Mayoritas Yg Nolak IKN.. Melindungi Perutnya karna Terancam Jika Ibu Kota Negara Pindah.,0,1,0
Roki gerung menangis melihat ini,0,1,0
Ownernya. Koh Hengky Wijaya 😊,0,1,0
"Mantaaab.....biar yg suka bilang proyek mangkrak , matanya kebuka....❤❤❤",0,1,0
Seng gak seneng fix pendukunge lowbat wkwkwk alias batrai lemah ko'😂😂😂 13 %,0,1,0
Mangkrak 😂😂😂 sepanjang lu muter2 gak kliatan para pekerja 😂😂😂,0,1,0
"Sangatttt luar biasa ,semoga proyek dan pekerjaan ikn ini tetap di lanjutkan sampai setuntas tuntasnya,,,,,
Dan jangan sperti yg di luar sana yg seting di isukan oleh manusia2 kucil yg tak bertanggung  jawabbbb,,,,,

Karma akan segerah menghammpiri manusia2 kurcaci yg pembenci itu👹👹👹",0,1,0
Itu bukan burung garuda itu burung gagak hitam bermaksud.. pejabat untuk kumpulan gagak hitam 😂,0,1,0
"MBl kau aja yg nampak,,yg lain lwt udara",0,1,0
Makasih bro infonya,0,1,0
Bukan mangkrak tapi berjalan alon alon asal kelakon yo massssss😊,0,1,0
Kliatan Sepi bgt sih😅,0,1,0
security nya banjar asli...salam sehat,0,1,0
Itu namanya mangkrak tong...sudah lebih 3 bulan masih tidak di tempati.kata Jokowi bln 11 sudah pindah ke ikn tp buktinya apa cm jd kota hantu sepi sekali...,0,1,0
"saya yg nonton kok ketawa sendiri ya..😆
jalanan sepi, exavator, dump truk, crane,.tidak ada yg beroperasi,..😂

gak ada mobil pengunjung, mobil investor, mobil pejabat..

tamu hotel gk ada, hotelnya kosong..😆 
dan bentar lagi komentar ini pasti dihapus sama mimin..🤭✌",0,1,0
Diendors berapa sama Swiss hotel Mas e?,0,1,0
Lagi proses pembangunan...kemaren saya jg baru selesai kontrak di sana mbangun gedung paspampres...,0,1,0
Proyek ambisius yang dulu kata pak mulyono banyak infestor masuk.tapi pada akhirnya pake uang sendiri.sungguh menyedihkan sekali,0,1,0
🤭,0,1,0
Ndasku Muncul...ha..ha...haaaa,0,1,0
Tu mata nya suruh melotot liat nya . Jgn cuma bs bilang mangkrak lah terbengkalai lah . Drpd nyinyir cek sendiri .,0,1,0
Omonge jalan jalan kok PKK mobil Mase Yo jenenge Yo mobiln to mas,0,1,0
Ya  alloh  bagus nya  IKN  itu   lihat vidio nya sangat sempurna  terima kasih  pemerintah  benar benar memikirkan  negara  terima kasih  mantan presiden pak jokowi  terlalu sempurna  pembangunan  pak jokowi   berarti yg bilang  ikn mangkrak itu  orang sakit hati tenan   sama pemerintah,0,1,0
Noh karyawam ga di gajih,0,1,0
"Ingatlah ikn ini akan jadi istana president baru dari indonesi 2.artinya indonesia akan ada dua negara cepat atau lambat.
Semakin nyata indonesia akan pecah jadi negara yang berpisah",0,1,0
Semoga lancar pembangunan ikn,0,1,0
"Pekerja² di situ hanya menghabis kan sisa² kerja yg belum terlaksana kan....lepas tu stop sementara menunggu belanjawan baru dari Kementerian kewangan bagi pelarasan belanja 2025...
#Fakta nya hoax/fake atau Real saya tak tahu...",1,0,0
Anak² Abah jangan pura² buta kalian 😂,0,1,0
Manfaat nya ke rakyat Indonesia apa bang . Kalo rakyat nya di suruh bayar + bayar pajak 😂,0,1,0
"di manapun, dn tinggal kota manapun,,,,enk enk ajah, kalo bekrja,,,,masalahnya kalo ngagur,,,,di kota manapun jadi gak enk,,,,,,,dn soal sepi, di ikn, itu pasti lah,,,,,krn blum jadi, dn lihat data manusianya, jkt kota kecil, manusianya byk bget, jadi ya rame, kalimantan yg luas lahanya, manusianya sedikit, ya klo di bilang sepi, ya wajar.",0,1,0
para pembenci semakin kelojotan melihat  vidio ini...,0,1,0
"yo gak bakalan mangkrak lah, itu proyek nasional dan juga sudah di restui warga kaltim kok, jika pemerintah setuju ae, kaltim bisa membangunya sendiri kok.
yg tidak pro dengan pemerintah jangan noraklah.",0,1,0
"bner bang ikn tamba maju.
   hanya anak abah yg bilang ikn mangkrak 😂",0,1,0
Emang nya gua pikirin ora urus.,0,1,0
Loh loh kata nya yng kerja orang asing semua tapi hoax😂,0,1,0
BOHONG IKN MANGKRAK.....kami masih aktif melakukan proyek proyek diIKN...termasuk proyek bandara vvip....!!,0,1,0
"Setengan  x ye, yang indahnya saja dilibatkan, wawancara  dong pekerja  dan kontraktor apa gajinya lancar",0,1,0
"moga aja proyek ambisius ini selesai dan tidak menyengsarakan masyarakat sekitar, moga aja gak jadi negara dalam negara",0,1,0
Sampai sekarang ibu kota lagi healing.. Hutang negara membengkak 😂😂😂😂,0,1,0
Iya luara biasa . Duitnya dr mana? Yg sengsara rakyat kecil. Mas mas apa yg di banggakan. Mikir mikir,0,1,0
Saya yang pasang interior di ASN 2 Sama setneg dan gedung garuda,0,1,0
"Roky grung yang mangkrak,,otak",0,1,0
"semua bank swasta negara wong dah pada masuk gila aja sampe mangkrak, kepada pak basuki we believe wkwwkwk",0,1,0
"Pembangunan yang dipaksakan, padahal APBNnya belum mampu.",0,1,0
kayaknya hidup di ikn enak sihh,0,1,0
Salut sama karyawan hotelnya sangat ramah,0,1,0
Keren banget,0,1,0
Yg bilang ikn mangkrak itu gerombolan ternak onta sama kebo gerombolan sampah negara benalu negara,0,1,0
Seh ono crazyrich suroboyo aman yo ko andy pembangunane 😅❤,0,1,0
Saya berani taruhan 1000% Bangkalan mangkrak,0,1,0
"Klo pingin sukses, jgn kaya sulap, bimsalabim jadi😂😂😂 dikit demi dikit kan menjadi bukit.",0,1,0
"Sekilas kaya di BSD pada tahun 2020,ladang alang2 menjadi kota di dalam kota,atau negara di dalam negara,,ups",0,1,0
Siapa bilang  mangkrak saya masih kerja di ikn sampai sekarang,0,1,0
cita2 anak2 onta yg mangkrak😂,0,1,0
Itu gedung buat melindungi Para koruptor 😂😂,0,1,0
Cie buzer,0,1,0
"yang memberi berita mangkrak hoax itu biasaalah orang orang yg belum bisa move on, beli es teh abah 🤭",0,1,0
yang terus membenci proyek IKN adalah anggota ormas2 pengkapling surga yg selama ini tdk di beri ruang oleh pemerintah dan jumlah mereka mungkin 1/2 jumlah penduduk indonesia maka jangan heran klo hoaks yg mereka sebar ada terus setiap hari,0,1,0
IKN akan bangkrup cost terlalu tinggi tp tiada investment😅😅.. Tdhol ora payu😅,0,1,0
IKN d dthol pon ora payu IKN bangkrup... Malaysian Javanese foraver,0,1,0
mantap masyarakatitu kalau gak tau pembangunan jangan asal ngomong mangkrak,0,1,0
"mana ada orang yg mau ke IKN ,orang"" pada doyan nya jakarta,jokowi sama anaknya aja nggaau ke IKN😅",0,1,0
